BATCH no.,PRODUCTION DATE,BATCH OUT OF STORAGE,BATCH WEIGHT LEAVING STORAGE (KG)
3584,7/23/2024,7/24/2024,274.200
3585,7/23/2024,7/24/2024,269.200
3587,7/23/2024,7/24/2024,278.500
3591,7/23/2024,7/24/2024,268.900
3592,7/23/2024,7/24/2024,277.900
3593,7/23/2024,7/24/2024,269.400
3597,7/23/2024,7/24/2024,271.800
3598,7/23/2024,7/24/2024,279.800
3602,7/23/2024,7/24/2024,261.000
3606,7/23/2024,7/24/2024,277.600
3609,7/23/2024,7/24/2024,274.600
3610,7/23/2024,7/24/2024,262.400
3613,7/23/2024,7/24/2024,274.200
3618,7/23/2024,7/24/2024,269.500
3619,7/23/2024,7/24/2024,278.100
3620,7/23/2024,7/24/2024,261.700
3621,7/23/2024,7/24/2024,281.400
3622,7/23/2024,7/24/2024,267.200
3627,7/23/2024,7/25/2024,265.900
3628,7/23/2024,7/24/2024,282.400
3630,7/23/2024,7/24/2024,268.000
3631,7/23/2024,7/24/2024,267.800
3637,7/23/2024,7/24/2024,265.600
3638,7/23/2024,7/24/2024,282.200
3640,7/23/2024,7/24/2024,273.000
3641,7/23/2024,7/25/2024,284.600
3645,7/23/2024,7/24/2024,281.100
3646,7/23/2024,7/25/2024,276.000
3647,7/23/2024,7/24/2024,290.100
3648,7/23/2024,7/25/2024,281.000
3649,7/23/2024,7/25/2024,280.900
3652,7/23/2024,7/24/2024,278.600
3653,7/23/2024,7/25/2024,276.400
3654,7/23/2024,7/25/2024,275.500
3660,7/23/2024,7/25/2024,277.200
3661,7/23/2024,7/25/2024,277.200
3662,7/23/2024,7/25/2024,276.400
3663,7/23/2024,7/24/2024,269.600
3664,7/23/2024,7/25/2024,281.300
3665,7/23/2024,7/25/2024,279.900
3666,7/23/2024,7/24/2024,275.800
3674,7/23/2024,7/24/2024,280.300
3675,7/23/2024,7/24/2024,280.300
3678,7/23/2024,7/24/2024,282.900
3682,7/23/2024,7/24/2024,279.500
3683,7/23/2024,7/25/2024,285.000
3687,7/23/2024,7/24/2024,281.400
3688,7/23/2024,7/25/2024,270.800
3689,7/23/2024,7/24/2024,278.100
3695,7/23/2024,7/24/2024,279.800
3698,7/23/2024,7/24/2024,276.700
3710,7/23/2024,7/24/2024,281.800
3711,7/23/2024,7/24/2024,283.500
3712,7/23/2024,7/24/2024,281.100
3713,7/23/2024,7/24/2024,284.000
3717,7/23/2024,7/24/2024,281.100
3722,7/23/2024,7/24/2024,281.400
3731,7/23/2024,7/24/2024,271.300
3732,7/23/2024,7/24/2024,284.600
3734,7/23/2024,7/24/2024,280.000
3735,7/23/2024,7/24/2024,277.700
3738,7/23/2024,7/24/2024,279.300
3739,7/23/2024,7/24/2024,270.000
3742,7/23/2024,7/24/2024,275.300
3748,7/23/2024,7/24/2024,282.800
3749,7/23/2024,7/24/2024,267.600
3750,7/23/2024,7/24/2024,280.400
3751,7/23/2024,7/24/2024,267.900
3752,7/23/2024,7/24/2024,282.700
3753,7/23/2024,7/24/2024,267.600
3761,7/23/2024,7/24/2024,281.300
3763,7/23/2024,7/24/2024,268.700
3765,7/23/2024,7/24/2024,281.700
3766,7/23/2024,7/24/2024,267.600
3770,7/23/2024,7/24/2024,281.500
3773,7/23/2024,7/24/2024,262.200
3774,7/23/2024,7/24/2024,285.000
3776,7/23/2024,7/24/2024,269.500
3777,7/23/2024,7/24/2024,282.600
3779,7/23/2024,7/24/2024,264.900
3780,7/23/2024,7/24/2024,282.200
3781,7/23/2024,7/24/2024,265.700
3782,7/23/2024,7/24/2024,282.800
3783,7/23/2024,7/24/2024,286.500
3784,7/23/2024,7/24/2024,267.600
3785,7/23/2024,7/24/2024,287.000
3786,7/23/2024,7/24/2024,264.500
3788,7/23/2024,7/24/2024,276.900
3800,7/23/2024,7/24/2024,262.000
3801,7/23/2024,7/24/2024,276.000
3806,7/23/2024,7/24/2024,270.500
3807,7/23/2024,7/24/2024,284.500
3808,7/23/2024,7/24/2024,276.900
3809,7/23/2024,7/24/2024,278.800
3810,7/23/2024,7/24/2024,264.000
3811,7/23/2024,7/24/2024,276.000
3812,7/23/2024,7/24/2024,269.000
3813,7/23/2024,7/24/2024,276.000
3814,7/23/2024,7/24/2024,269.000
3817,7/23/2024,7/24/2024,273.000
3818,7/23/2024,7/24/2024,257.000
3822,7/23/2024,7/24/2024,284.700
3826,7/23/2024,7/24/2024,261.000
3827,7/23/2024,7/24/2024,272.000
3828,7/23/2024,7/24/2024,137.400
3677,7/24/2024,7/24/2024,282.800
3830,7/24/2024,7/25/2024,278.100
3832,7/24/2024,7/25/2024,236.100
3834,7/24/2024,7/25/2024,258.400
3835,7/24/2024,7/25/2024,282.400
3837,7/24/2024,7/25/2024,278.900
3839,7/24/2024,7/25/2024,272.200
3841,7/24/2024,7/25/2024,281.800
3842,7/24/2024,7/25/2024,270.400
3845,7/24/2024,7/25/2024,283.200
3849,7/24/2024,7/25/2024,261.300
3850,7/24/2024,7/25/2024,280.400
3855,7/24/2024,7/25/2024,266.600
3856,7/24/2024,7/25/2024,277.000
3861,7/24/2024,7/25/2024,277.100
3862,7/24/2024,7/25/2024,264.700
3863,7/24/2024,7/25/2024,277.300
3864,7/24/2024,7/25/2024,266.200
3865,7/24/2024,7/25/2024,279.800
3866,7/24/2024,7/25/2024,262.500
3870,7/24/2024,7/25/2024,269.800
3871,7/24/2024,7/25/2024,268.100
3875,7/24/2024,7/25/2024,266.700
3879,7/24/2024,7/25/2024,265.600
3880,7/24/2024,7/25/2024,278.100
3882,7/24/2024,7/25/2024,278.200
3883,7/24/2024,7/25/2024,259.400
3890,7/24/2024,7/25/2024,275.500
3891,7/24/2024,7/25/2024,269.700
3892,7/24/2024,7/25/2024,272.300
3895,7/24/2024,7/25/2024,279.500
3897,7/24/2024,7/25/2024,281.500
3899,7/24/2024,7/25/2024,261.600
3900,7/24/2024,7/25/2024,268.200
3901,7/24/2024,7/25/2024,284.200
3906,7/24/2024,7/25/2024,282.100
3907,7/24/2024,7/25/2024,268.800
3908,7/24/2024,7/25/2024,277.300
3920,7/24/2024,7/25/2024,271.600
3921,7/24/2024,7/25/2024,271.500
3922,7/24/2024,7/25/2024,283.400
3923,7/24/2024,7/25/2024,267.500
3924,7/24/2024,7/25/2024,283.600
3928,7/24/2024,7/25/2024,266.500
3932,7/24/2024,7/25/2024,279.300
3933,7/24/2024,7/25/2024,266.000
3934,7/24/2024,7/25/2024,284.700
3938,7/24/2024,7/25/2024,278.100
3942,7/24/2024,7/25/2024,288.200
3943,7/24/2024,7/25/2024,264.200
3944,7/24/2024,7/25/2024,266.800
3947,7/24/2024,7/25/2024,269.200
3949,7/24/2024,7/25/2024,266.500
3950,7/24/2024,7/25/2024,283.300
3956,7/24/2024,7/25/2024,284.800
3958,7/24/2024,7/25/2024,279.000
3964,7/24/2024,7/25/2024,263.900
3965,7/24/2024,7/25/2024,279.000
3966,7/24/2024,7/25/2024,265.200
3969,7/24/2024,7/25/2024,275.700
3970,7/24/2024,7/25/2024,280.300
3973,7/24/2024,7/25/2024,270.200
3974,7/24/2024,7/25/2024,268.000
3978,7/24/2024,7/25/2024,266.200
3979,7/24/2024,7/25/2024,278.000
3986,7/24/2024,7/25/2024,271.400
3991,7/24/2024,7/25/2024,279.300
3993,7/24/2024,7/25/2024,280.200
3996,7/24/2024,7/25/2024,280.700
3998,7/24/2024,7/25/2024,284.000
4001,7/24/2024,7/25/2024,278.700
4008,7/24/2024,7/25/2024,270.500
4009,7/24/2024,7/25/2024,263.500
4011,7/24/2024,7/25/2024,264.300
4013,7/24/2024,7/25/2024,271.800
4019,7/24/2024,7/25/2024,274.000
4024,7/24/2024,7/25/2024,266.400
4026,7/24/2024,7/25/2024,274.800
4029,7/24/2024,7/25/2024,280.200
4033,7/24/2024,7/25/2024,283.100
4038,7/24/2024,7/25/2024,279.600
4042,7/24/2024,7/25/2024,279.100
4043,7/24/2024,7/25/2024,273.700
4044,7/24/2024,7/25/2024,101.200
3829,7/25/2024,7/25/2024,278.200
4152,7/25/2024,7/25/2024,259.900
4182,7/25/2024,7/25/2024,303.300
4335,7/26/2024,7/29/2024,280.000
4337,7/26/2024,7/29/2024,281.300
4339,7/26/2024,7/29/2024,277.700
4340,7/26/2024,7/29/2024,262.900
4344,7/26/2024,7/29/2024,275.600
4345,7/26/2024,7/29/2024,264.300
4354,7/26/2024,7/29/2024,279.500
4356,7/26/2024,7/29/2024,277.300
4357,7/26/2024,7/29/2024,264.800
4359,7/26/2024,7/29/2024,277.100
4361,7/26/2024,7/29/2024,260.500
4364,7/26/2024,7/29/2024,278.100
4367,7/26/2024,7/29/2024,264.300
4368,7/26/2024,7/29/2024,278.900
4371,7/26/2024,7/29/2024,277.200
4373,7/26/2024,7/29/2024,266.900
4374,7/26/2024,7/29/2024,272.700
4381,7/26/2024,7/29/2024,270.700
4382,7/26/2024,7/29/2024,278.500
4388,7/26/2024,7/29/2024,274.800
4389,7/26/2024,7/29/2024,268.000
4392,7/26/2024,7/29/2024,276.700
4398,7/26/2024,7/29/2024,281.700
4400,7/26/2024,7/29/2024,269.000
4401,7/26/2024,7/29/2024,264.100
4406,7/26/2024,7/29/2024,272.300
4407,7/26/2024,7/29/2024,263.400
4413,7/26/2024,7/29/2024,271.600
4415,7/26/2024,7/29/2024,278.400
4421,7/26/2024,7/29/2024,276.500
4423,7/26/2024,7/29/2024,262.900
4424,7/26/2024,7/29/2024,278.500
4427,7/26/2024,7/29/2024,264.500
4428,7/26/2024,7/29/2024,261.900
4431,7/26/2024,7/29/2024,284.900
4433,7/26/2024,7/29/2024,264.600
4434,7/26/2024,7/29/2024,262.600
4435,7/26/2024,7/29/2024,282.800
4436,7/26/2024,7/29/2024,280.100
4437,7/26/2024,7/29/2024,267.400
4446,7/26/2024,7/29/2024,259.500
4447,7/26/2024,7/29/2024,275.900
4448,7/26/2024,7/29/2024,281.500
4449,7/26/2024,7/29/2024,261.000
4450,7/26/2024,7/30/2024,279.800
4456,7/26/2024,7/29/2024,269.800
4457,7/26/2024,7/29/2024,276.700
4459,7/26/2024,7/29/2024,265.800
4460,7/26/2024,7/29/2024,268.600
4463,7/26/2024,7/29/2024,283.600
4464,7/26/2024,7/29/2024,282.300
4465,7/26/2024,7/29/2024,266.000
4467,7/26/2024,7/29/2024,283.900
4468,7/26/2024,7/29/2024,264.900
4473,7/26/2024,7/29/2024,279.400
4476,7/26/2024,7/29/2024,273.200
4484,7/26/2024,7/29/2024,263.500
4487,7/26/2024,7/29/2024,269.200
4489,7/26/2024,7/29/2024,281.100
4490,7/26/2024,7/29/2024,264.600
4493,7/26/2024,7/29/2024,271.700
4497,7/26/2024,7/29/2024,266.700
4503,7/26/2024,7/29/2024,276.800
4504,7/26/2024,7/29/2024,265.000
4508,7/26/2024,7/29/2024,270.800
4509,7/26/2024,7/29/2024,270.500
4510,7/26/2024,7/29/2024,275.000
4511,7/26/2024,7/29/2024,270.400
4513,7/26/2024,7/29/2024,273.000
4515,7/26/2024,7/29/2024,272.100
4518,7/26/2024,7/29/2024,270.200
4522,7/26/2024,7/29/2024,265.300
4523,7/26/2024,7/29/2024,277.900
4527,7/26/2024,7/29/2024,270.300
4528,7/26/2024,7/29/2024,284.100
4529,7/26/2024,7/29/2024,272.600
4530,7/26/2024,7/30/2024,282.500
4544,7/26/2024,7/29/2024,266.000
4545,7/26/2024,7/29/2024,256.000
4549,7/26/2024,7/29/2024,260.000
4550,7/26/2024,7/29/2024,260.000
4552,7/26/2024,7/29/2024,260.000
4553,7/26/2024,7/29/2024,261.000
4556,7/26/2024,7/29/2024,259.000
4557,7/26/2024,7/29/2024,261.000
4558,7/26/2024,7/29/2024,262.000
4562,7/26/2024,7/30/2024,270.400
4563,7/26/2024,7/30/2024,275.700
4564,7/26/2024,7/30/2024,280.500
4565,7/26/2024,7/30/2024,272.100
4566,7/26/2024,7/30/2024,268.200
4567,7/26/2024,7/30/2024,270.600
4568,7/26/2024,7/30/2024,264.100
4571,7/26/2024,7/30/2024,279.200
4572,7/26/2024,7/30/2024,276.600
4584,7/26/2024,7/29/2024,266.200
4585,7/26/2024,7/29/2024,279.700
4588,7/26/2024,7/29/2024,264.200
4589,7/26/2024,7/29/2024,285.000
4592,7/26/2024,7/29/2024,266.200
4593,7/26/2024,7/29/2024,275.400
4594,7/26/2024,7/29/2024,106.800
4617,7/29/2024,7/30/2024,270.700
4618,7/29/2024,7/30/2024,278.300
4620,7/29/2024,7/30/2024,258.800
4621,7/29/2024,7/30/2024,284.200
4625,7/29/2024,7/30/2024,272.800
4626,7/29/2024,7/30/2024,280.900
4629,7/29/2024,7/31/2024,280.400
4630,7/29/2024,7/30/2024,267.800
4631,7/29/2024,7/31/2024,269.900
4640,7/29/2024,7/31/2024,280.200
4642,7/29/2024,7/30/2024,272.100
4650,7/29/2024,7/30/2024,271.600
4651,7/29/2024,7/30/2024,266.400
4654,7/29/2024,7/30/2024,259.500
4657,7/29/2024,7/30/2024,254.800
4658,7/29/2024,7/30/2024,267.300
4668,7/29/2024,7/30/2024,283.300
4669,7/29/2024,7/30/2024,273.700
4674,7/29/2024,7/30/2024,269.400
4675,7/29/2024,7/30/2024,280.100
4678,7/29/2024,7/30/2024,266.300
4679,7/29/2024,7/30/2024,279.800
4682,7/29/2024,7/30/2024,267.500
4684,7/29/2024,7/31/2024,281.400
4686,7/29/2024,7/31/2024,264.500
4687,7/29/2024,7/30/2024,284.800
4689,7/29/2024,7/30/2024,265.400
4693,7/29/2024,7/30/2024,284.500
4694,7/29/2024,7/31/2024,266.900
4695,7/29/2024,7/31/2024,282.300
4696,7/29/2024,7/31/2024,267.600
4699,7/29/2024,7/31/2024,281.300
4703,7/29/2024,7/31/2024,264.200
4713,7/29/2024,7/31/2024,280.500
4716,7/29/2024,7/31/2024,267.800
4718,7/29/2024,7/31/2024,284.500
4720,7/29/2024,7/30/2024,264.500
4721,7/29/2024,7/31/2024,264.800
4723,7/29/2024,7/31/2024,282.900
4727,7/29/2024,7/31/2024,282.700
4730,7/29/2024,7/31/2024,270.200
4744,7/29/2024,7/31/2024,279.200
4745,7/29/2024,7/31/2024,270.300
4746,7/29/2024,7/31/2024,267.200
4749,7/29/2024,7/31/2024,273.500
4750,7/29/2024,7/31/2024,272.300
4754,7/29/2024,7/30/2024,269.300
4755,7/29/2024,7/30/2024,266.200
4758,7/29/2024,7/30/2024,262.600
4761,7/29/2024,7/30/2024,268.000
4763,7/29/2024,7/30/2024,272.200
4764,7/29/2024,7/31/2024,265.100
4765,7/29/2024,7/30/2024,274.200
4767,7/29/2024,7/30/2024,275.600
4768,7/29/2024,7/30/2024,267.000
4769,7/29/2024,7/30/2024,267.000
4770,7/29/2024,7/30/2024,267.600
4775,7/29/2024,7/30/2024,268.000
4781,7/29/2024,7/30/2024,267.400
4782,7/29/2024,7/30/2024,260.400
4786,7/29/2024,7/30/2024,272.900
4787,7/29/2024,7/30/2024,271.700
4788,7/29/2024,7/30/2024,268.900
4789,7/29/2024,7/30/2024,264.700
4790,7/29/2024,7/30/2024,269.300
4791,7/29/2024,7/30/2024,259.200
4792,7/29/2024,7/30/2024,265.500
4793,7/29/2024,7/30/2024,259.900
4794,7/29/2024,7/30/2024,273.200
4795,7/29/2024,7/30/2024,277.100
4796,7/29/2024,7/30/2024,273.100
4797,7/29/2024,7/30/2024,270.500
4798,7/29/2024,7/30/2024,270.100
4799,7/29/2024,7/30/2024,265.700
4800,7/29/2024,7/30/2024,265.200
4805,7/29/2024,7/30/2024,264.500
4806,7/29/2024,7/30/2024,266.500
4809,7/29/2024,7/30/2024,269.500
4813,7/29/2024,7/30/2024,267.600
4815,7/29/2024,7/30/2024,262.900
4816,7/29/2024,7/30/2024,267.600
4817,7/29/2024,7/30/2024,268.700
4818,7/29/2024,7/30/2024,278.300
4822,7/29/2024,7/30/2024,274.500
4823,7/29/2024,7/30/2024,278.900
4824,7/29/2024,7/30/2024,276.100
4827,7/29/2024,7/30/2024,278.900
4828,7/29/2024,7/30/2024,271.700
4831,7/29/2024,7/30/2024,268.300
4833,7/29/2024,7/30/2024,264.500
4834,7/29/2024,7/30/2024,266.500
4835,7/29/2024,7/30/2024,268.200
4836,7/29/2024,7/30/2024,271.800
4838,7/29/2024,7/30/2024,266.700
4840,7/29/2024,7/30/2024,269.600
4841,7/29/2024,7/30/2024,268.200
4844,7/29/2024,7/30/2024,270.700
4847,7/29/2024,7/30/2024,267.400
4848,7/29/2024,7/30/2024,98.300
4811,7/30/2024,8/1/2024,263.100
4877,7/30/2024,7/31/2024,268.200
4878,7/30/2024,7/31/2024,265.100
1163,7/31/2024,8/1/2024,268.000
1167,7/31/2024,8/1/2024,266.700
1170,7/31/2024,8/1/2024,267.900
1171,7/31/2024,8/1/2024,115.700
1172,7/31/2024,7/31/2024,266.300
1178,7/31/2024,7/31/2024,244.200
1179,7/31/2024,7/31/2024,266.000
1181,7/31/2024,7/31/2024,268.200
1182,7/31/2024,7/31/2024,266.700
1186,7/31/2024,7/31/2024,267.100
1187,7/31/2024,7/31/2024,264.600
1202,7/31/2024,7/31/2024,264.700
1208,7/31/2024,7/31/2024,269.700
1209,7/31/2024,7/31/2024,262.400
1212,7/31/2024,7/31/2024,274.600
1217,7/31/2024,7/31/2024,267.100
1218,7/31/2024,7/31/2024,265.500
1224,7/31/2024,7/31/2024,100.000
1225,7/31/2024,7/31/2024,269.000
1226,7/31/2024,7/31/2024,272.500
1228,7/31/2024,7/31/2024,271.800
1231,7/31/2024,7/31/2024,266.200
1235,7/31/2024,7/31/2024,268.700
1240,7/31/2024,7/31/2024,269.300
1244,7/31/2024,7/31/2024,265.000
1246,7/31/2024,7/31/2024,268.100
1252,7/31/2024,8/1/2024,267.700
1269,7/31/2024,8/1/2024,268.600
1270,7/31/2024,8/1/2024,273.000
1271,7/31/2024,7/31/2024,262.800
1272,7/31/2024,7/31/2024,266.100
1273,7/31/2024,8/1/2024,276.200
1274,7/31/2024,8/1/2024,267.600
1275,7/31/2024,8/1/2024,269.500
1277,7/31/2024,8/1/2024,268.600
1279,7/31/2024,8/1/2024,269.500
1282,7/31/2024,8/1/2024,280.800
1284,7/31/2024,8/1/2024,280.900
1288,7/31/2024,8/1/2024,266.400
1289,7/31/2024,8/1/2024,274.800
1291,7/31/2024,8/1/2024,269.800
1300,7/31/2024,8/1/2024,260.100
1304,7/31/2024,8/1/2024,264.900
1308,7/31/2024,8/1/2024,273.100
1309,7/31/2024,8/1/2024,265.200
1313,7/31/2024,8/1/2024,266.500
1317,7/31/2024,8/1/2024,267.500
1318,7/31/2024,8/1/2024,266.700
1321,7/31/2024,8/1/2024,264.700
1332,7/31/2024,8/1/2024,266.900
1333,7/31/2024,8/1/2024,270.500
1335,7/31/2024,8/1/2024,260.400
1341,7/31/2024,8/1/2024,262.400
1342,7/31/2024,8/1/2024,265.800
1343,7/31/2024,8/1/2024,269.400
1346,7/31/2024,8/1/2024,256.300
1347,7/31/2024,8/1/2024,266.700
1350,7/31/2024,8/1/2024,259.800
1351,7/31/2024,8/1/2024,268.500
1352,7/31/2024,7/31/2024,261.100
1359,7/31/2024,8/1/2024,264.800
1363,7/31/2024,8/1/2024,261.400
1365,7/31/2024,8/1/2024,266.500
1368,7/31/2024,8/1/2024,266.400
1374,7/31/2024,8/1/2024,266.700
1375,7/31/2024,8/1/2024,268.900
1380,7/31/2024,8/1/2024,259.700
1382,7/31/2024,8/1/2024,258.400
1383,7/31/2024,8/1/2024,264.100
1384,7/31/2024,8/1/2024,264.200
1386,7/31/2024,8/1/2024,257.800
1400,7/31/2024,8/1/2024,259.800
1401,7/31/2024,8/1/2024,261.300
1402,7/31/2024,8/1/2024,255.700
1403,7/31/2024,8/1/2024,257.100
1408,7/31/2024,8/1/2024,253.800
1409,7/31/2024,8/1/2024,257.800
1410,7/31/2024,8/1/2024,255.500
1411,7/31/2024,8/1/2024,260.600
1412,7/31/2024,8/1/2024,258.400
1413,7/31/2024,8/1/2024,270.400
1414,7/31/2024,8/1/2024,266.400
1417,7/31/2024,8/1/2024,261.000
1418,7/31/2024,8/1/2024,253.300
1423,7/31/2024,8/1/2024,265.100
1424,7/31/2024,8/1/2024,263.000
1425,7/31/2024,8/1/2024,262.700
1426,7/31/2024,8/1/2024,264.400
1427,7/31/2024,8/1/2024,264.400
1429,7/31/2024,8/1/2024,263.700
1430,8/1/2024,7/31/2024,207.300
1439,8/1/2024,8/2/2024,254.200
1441,8/1/2024,8/2/2024,265.000
1450,8/1/2024,8/2/2024,265.000
1451,8/1/2024,8/2/2024,261.000
1453,8/1/2024,8/2/2024,260.000
1454,8/1/2024,8/2/2024,266.000
1456,8/1/2024,8/2/2024,262.000
1457,8/1/2024,8/2/2024,255.000
1458,8/1/2024,8/2/2024,273.000
1462,8/1/2024,8/2/2024,214.000
1718,8/2/2024,8/2/2024,267.100
1720,8/2/2024,8/2/2024,271.900
1723,8/2/2024,8/2/2024,274.500
1724,8/2/2024,8/2/2024,266.300
1728,8/2/2024,8/2/2024,282.700
1729,8/2/2024,8/5/2024,270.400
1733,8/2/2024,8/5/2024,267.900
1734,8/2/2024,8/5/2024,269.400
1736,8/2/2024,8/5/2024,266.200
1737,8/2/2024,8/5/2024,266.200
1741,8/2/2024,8/5/2024,272.300
1742,8/2/2024,8/5/2024,263.200
1746,8/2/2024,8/5/2024,267.700
1747,8/2/2024,8/5/2024,266.600
1749,8/2/2024,8/5/2024,268.400
1750,8/2/2024,8/5/2024,265.800
1757,8/2/2024,8/5/2024,272.100
1758,8/2/2024,8/5/2024,271.500
1768,8/2/2024,8/5/2024,273.700
1769,8/2/2024,8/5/2024,265.500
1772,8/2/2024,8/5/2024,272.300
1773,8/2/2024,8/2/2024,264.000
1774,8/2/2024,8/5/2024,277.800
1779,8/2/2024,8/5/2024,270.900
1780,8/2/2024,8/5/2024,265.000
1781,8/2/2024,8/5/2024,268.400
1785,8/2/2024,8/5/2024,269.700
1786,8/2/2024,8/2/2024,269.300
1789,8/2/2024,8/2/2024,267.000
1792,8/2/2024,8/5/2024,269.800
1793,8/2/2024,8/5/2024,263.500
1794,8/2/2024,8/5/2024,263.900
1796,8/2/2024,8/5/2024,277.400
1798,8/2/2024,8/2/2024,271.100
1799,8/2/2024,8/5/2024,269.000
1804,8/2/2024,8/5/2024,264.400
1805,8/2/2024,8/5/2024,269.100
1807,8/2/2024,8/5/2024,265.800
1808,8/2/2024,8/5/2024,264.700
1810,8/2/2024,8/5/2024,274.700
1811,8/2/2024,8/5/2024,272.500
1818,8/2/2024,8/5/2024,266.800
1819,8/2/2024,8/5/2024,268.100
1824,8/2/2024,8/5/2024,278.600
1825,8/2/2024,8/5/2024,264.300
1829,8/2/2024,8/5/2024,266.500
1830,8/2/2024,8/5/2024,268.500
1832,8/2/2024,8/5/2024,267.300
1833,8/2/2024,8/5/2024,261.800
1836,8/2/2024,8/5/2024,266.400
1837,8/2/2024,8/5/2024,262.600
1839,8/2/2024,8/5/2024,266.700
1840,8/2/2024,8/5/2024,273.500
1841,8/2/2024,8/5/2024,267.300
1842,8/2/2024,8/6/2024,262.300
1845,8/2/2024,8/5/2024,259.100
1849,8/2/2024,8/5/2024,268.300
1851,8/2/2024,8/5/2024,265.400
1853,8/2/2024,8/5/2024,273.000
1855,8/2/2024,8/5/2024,266.300
1857,8/2/2024,8/5/2024,260.500
1859,8/2/2024,8/5/2024,269.600
1864,8/2/2024,8/5/2024,263.600
1866,8/2/2024,8/5/2024,270.800
1868,8/2/2024,8/5/2024,271.900
1870,8/2/2024,8/5/2024,266.200
1871,8/2/2024,8/5/2024,270.300
1872,8/2/2024,8/5/2024,264.400
1876,8/2/2024,8/5/2024,260.000
1879,8/2/2024,8/5/2024,265.000
1881,8/2/2024,8/5/2024,256.000
1882,8/2/2024,8/5/2024,263.000
1883,8/2/2024,8/5/2024,256.000
1884,8/2/2024,8/5/2024,246.000
1887,8/2/2024,8/5/2024,267.500
1889,8/2/2024,8/5/2024,269.400
1892,8/2/2024,8/5/2024,268.500
1895,8/2/2024,8/5/2024,269.500
1897,8/2/2024,8/5/2024,264.200
1900,8/2/2024,8/5/2024,266.200
1903,8/2/2024,8/5/2024,262.200
1905,8/2/2024,8/5/2024,267.700
1907,8/2/2024,8/5/2024,266.500
1909,8/2/2024,8/5/2024,269.800
1910,8/2/2024,8/5/2024,264.700
1914,8/2/2024,8/6/2024,269.600
1915,8/2/2024,8/6/2024,269.400
1918,8/2/2024,8/5/2024,268.600
1920,8/2/2024,8/5/2024,264.200
1922,8/2/2024,8/5/2024,267.500
1924,8/2/2024,8/5/2024,259.000
1925,8/2/2024,8/5/2024,269.300
1928,8/2/2024,8/5/2024,271.700
1930,8/2/2024,8/5/2024,167.400
1931,8/2/2024,8/5/2024,259.900
1932,8/2/2024,8/5/2024,266.500
1934,8/2/2024,8/5/2024,262.800
6000,8/2/2024,8/5/2024,253.000
1935,8/3/2024,8/5/2024,267.200
1938,8/3/2024,8/5/2024,260.600
1877,8/5/2024,8/5/2024,270.300
1878,8/5/2024,8/5/2024,270.300
2000,8/5/2024,8/6/2024,261.800
2002,8/5/2024,8/6/2024,263.300
2005,8/5/2024,8/6/2024,266.800
2006,8/5/2024,8/6/2024,257.700
2007,8/5/2024,8/6/2024,270.200
2011,8/5/2024,8/6/2024,264.300
2014,8/5/2024,8/6/2024,266.100
2018,8/5/2024,8/6/2024,265.800
2019,8/5/2024,8/6/2024,262.600
2022,8/5/2024,8/6/2024,267.400
2023,8/5/2024,8/6/2024,270.100
2027,8/5/2024,8/6/2024,260.900
2031,8/5/2024,8/6/2024,276.600
2032,8/5/2024,8/6/2024,266.700
2033,8/5/2024,8/6/2024,263.900
2034,8/5/2024,8/6/2024,273.700
2038,8/5/2024,8/6/2024,264.600
2040,8/5/2024,8/6/2024,265.700
2041,8/5/2024,8/6/2024,262.100
2042,8/5/2024,8/6/2024,264.900
2043,8/5/2024,8/6/2024,265.900
2048,8/5/2024,8/6/2024,267.500
2051,8/5/2024,8/6/2024,261.000
2052,8/5/2024,8/6/2024,275.400
2054,8/5/2024,8/6/2024,265.400
2055,8/5/2024,8/6/2024,262.000
2057,8/5/2024,8/6/2024,267.700
2059,8/5/2024,8/6/2024,266.100
2073,8/5/2024,8/6/2024,269.800
2074,8/5/2024,8/6/2024,270.600
2078,8/5/2024,8/6/2024,265.200
2082,8/5/2024,8/6/2024,264.500
2089,8/5/2024,8/6/2024,271.400
2090,8/5/2024,8/6/2024,274.500
2091,8/5/2024,8/6/2024,269.100
2092,8/5/2024,8/6/2024,266.800
2093,8/5/2024,8/6/2024,269.400
2094,8/5/2024,8/6/2024,266.700
2104,8/5/2024,8/6/2024,276.200
2107,8/5/2024,8/6/2024,268.700
2110,8/5/2024,8/6/2024,281.300
2111,8/5/2024,8/6/2024,274.400
2113,8/5/2024,8/6/2024,280.900
2116,8/5/2024,8/6/2024,280.600
2119,8/5/2024,8/6/2024,263.700
2121,8/5/2024,8/6/2024,278.700
2123,8/5/2024,8/6/2024,269.000
2124,8/5/2024,8/6/2024,265.000
2125,8/5/2024,8/6/2024,273.000
2126,8/5/2024,8/6/2024,282.800
2127,8/5/2024,8/6/2024,267.000
2128,8/5/2024,8/6/2024,269.300
2132,8/5/2024,8/6/2024,269.000
2133,8/5/2024,8/6/2024,278.200
2134,8/5/2024,8/6/2024,277.000
2135,8/5/2024,8/6/2024,277.800
2137,8/5/2024,8/6/2024,266.000
2140,8/5/2024,8/6/2024,271.100
2144,8/5/2024,8/7/2024,276.000
2145,8/5/2024,8/6/2024,276.100
2147,8/5/2024,8/6/2024,265.000
2148,8/5/2024,8/6/2024,276.000
2151,8/5/2024,8/6/2024,268.000
2152,8/5/2024,8/7/2024,275.500
