BATCH no.,PRODUCTION DATE,BATCH WEIGHT (kg) BEFORE COOKING,BATCH WEIGHT (kg) AFTER COOKING,LOSS PERCENTAGE
1179,2024-06-14,270.7,266.5,1.551533062430731
1180,2024-06-14,274.5,270.2,1.5664845173041935
1181,2024-06-14,278.1,272.8,1.905789284430065
1182,2024-06-14,270.5,265.6,1.8114602587800284
1183,2024-06-14,270.2,265.1,1.887490747594362
1184,2024-06-14,266.1,263.1,1.1273957158962795
1191,2024-06-14,270.2,265.7,1.6654330125832717
1192,2024-06-14,279.9,274.8,1.8220793140407168
1193,2024-06-14,272.3,272.3,0.0
1194,2024-06-14,271.6,266.2,1.9882179675994234
1198,2024-06-14,274.2,268.7,2.0058351568198396
1199,2024-06-14,272.2,267.0,1.9103600293901501
1200,2024-06-14,274.7,271.2,1.2741172187841283
1203,2024-06-14,271.4,266.6,1.7686072218128057
1205,2024-06-14,270.5,266.3,1.552680221811456
1206,2024-06-14,269.9,267.3,0.9633197480548226
1219,2024-06-14,275.4,270.2,1.8881626724763938
1222,2024-06-14,272.7,266.8,2.1635496883021554
1225,2024-06-14,287.8,283.1,1.6330785267546868
1231,2024-06-14,275.0,269.0,2.181818181818182
1232,2024-06-14,269.4,264.3,1.8930957683741523
1233,2024-06-14,271.8,266.3,2.0235467255334805
1234,2024-06-14,277.0,275.2,0.6498194945848417
1240,2024-06-14,266.6,264.7,0.7126781695423984
1242,2024-06-14,267.8,263.2,1.7176997759522115
1251,2024-06-14,269.8,262.0,2.8910303928836214
1252,2024-06-14,269.7,262.0,2.8550241008527952
1264,2024-06-14,272.0,263.0,3.308823529411765
1265,2024-06-14,272.2,262.0,3.7472446730345292
1277,2024-06-14,268.7,260.0,3.2378116858950463
1278,2024-06-14,268.8,261.0,2.9017857142857184
1288,2024-06-14,271.7,261.0,3.9381670960618287
1289,2024-06-14,271.6,260.0,4.270986745213557
1290,2024-06-14,271.6,263.0,3.1664212076583294
1298,2024-06-14,274.0,267.0,2.5547445255474455
1299,2024-06-14,273.9,262.0,4.3446513326031315
1300,2024-06-14,274.0,266.0,2.9197080291970803
1303,2024-06-14,273.4,264.0,3.4381858083394214
1304,2024-06-14,273.5,260.0,4.93601462522852
1305,2024-06-14,273.4,265.0,3.0724213606437374
1330,2024-06-14,271.3,262.0,3.4279395503133103
1331,2024-06-14,271.3,260.0,4.165130851455957
1332,2024-06-14,271.2,264.0,2.654867256637164
1333,2024-06-14,272.9,259.0,5.093440820813477
1334,2024-06-14,272.9,258.0,5.459875412238908
1335,2024-06-14,272.9,256.0,6.192744595089769
1336,2024-06-14,272.7,257.0,5.757242390905754
1337,2024-06-14,272.7,256.0,6.12394572790612
1338,2024-06-14,272.6,272.6,0.0
1339,2024-06-14,268.7,259.0,3.6099739486416036
1340,2024-06-14,269.1,258.0,4.124860646599785
1341,2024-06-14,269.1,256.0,4.868078781122268
1342,2024-06-14,269.2,269.2,0.0
1364,2024-06-14,270.8,266.8,1.4771048744460855
1366,2024-06-14,267.6,265.3,0.8594917787742941
1368,2024-06-14,273.1,267.9,1.9040644452581639
1371,2024-06-14,54.1,53.3,1.4787430683918747
1648,2024-06-17,269.9,265.3,1.704334938866234
1649,2024-06-17,267.4,263.3,1.5332834704562326
1650,2024-06-17,270.6,265.7,1.8107908351810915
1651,2024-06-17,268.9,264.0,1.8222387504648485
1652,2024-06-17,273.8,267.4,2.3374726077428902
1674,2024-06-17,271.7,268.7,1.1041589988958411
1676,2024-06-17,270.4,265.2,1.923076923076919
1677,2024-06-17,256.2,250.4,2.2638563622170116
1678,2024-06-17,269.1,266.0,1.151988108509856
1679,2024-06-17,265.8,260.8,1.8811136192626032
1680,2024-06-17,270.7,265.1,2.068710749907634
1681,2024-06-17,260.6,257.8,1.0744435917114394
1682,2024-06-17,275.3,275.3,0.0
1686,2024-06-17,271.3,266.0,1.9535569480280173
1687,2024-06-17,273.0,268.9,1.5018315018315103
1690,2024-06-17,263.6,258.4,1.9726858877086668
1691,2024-06-17,273.3,268.8,1.646542261251372
1695,2024-06-17,257.6,253.1,1.7468944099378991
1696,2024-06-17,273.0,267.8,1.9047619047619007
1703,2024-06-17,181.0,176.7,2.3756906077348128
1745,2024-06-18,264.5,260.4,1.5500945179584207
1771,2024-06-18,263.1,260.9,0.8361839604713209
1774,2024-06-18,268.8,265.8,1.1160714285714286
1776,2024-06-18,272.9,265.2,2.8215463539758114
1777,2024-06-18,274.1,268.0,2.225465158701212
1779,2024-06-18,270.5,261.0,3.512014787430684
1780,2024-06-18,273.9,265.0,3.249361080686374
1783,2024-06-18,265.6,268.0,-0.9036144578313166
1784,2024-06-18,265.5,258.0,2.824858757062147
1786,2024-06-18,264.3,260.0,1.626939084373822
1787,2024-06-18,264.0,256.0,3.0303030303030303
1798,2024-06-18,269.8,261.0,3.2616753150481883
1800,2024-06-18,270.2,260.0,3.774981495188745
1801,2024-06-18,270.2,264.3,2.18356772760917
1819,2024-06-18,262.6,260.1,0.952018278750952
1820,2024-06-18,266.7,264.7,0.7499062617172854
1821,2024-06-18,272.9,270.7,0.806156101135943
1823,2024-06-18,267.2,265.5,0.6362275449101754
1826,2024-06-18,271.1,264.3,2.5082995204721548
1829,2024-06-18,265.7,264.4,0.48927361686112586
1830,2024-06-18,280.4,276.9,1.2482168330955778
1836,2024-06-18,269.9,260.0,3.66802519451648
1837,2024-06-18,269.9,260.0,3.66802519451648
1844,2024-06-18,267.0,255.0,4.49438202247191
1856,2024-06-18,271.2,261.0,3.761061946902651
1857,2024-06-18,271.3,260.0,4.165130851455957
1879,2024-06-18,271.2,266.0,1.917404129793506
1880,2024-06-18,260.1,256.7,1.3071895424836733
1883,2024-06-18,266.6,261.4,1.9504876219054932
1884,2024-06-18,272.1,267.3,1.7640573318632897
1892,2024-06-18,269.9,265.5,1.6302334197850974
1893,2024-06-18,274.4,269.5,1.7857142857142776
1895,2024-06-18,271.8,266.0,2.1339220014716744
1904,2024-06-18,283.3,278.0,1.8708083303918148
1915,2024-06-18,283.2,277.8,1.9067796610169414
1916,2024-06-18,286.2,283.0,1.1180992313067746
1917,2024-06-18,287.1,277.0,3.517938000696629
1918,2024-06-18,232.3,260.0,-11.924235901851048
1924,2024-06-18,273.4,264.0,3.4381858083394214
1929,2024-06-18,265.8,255.0,4.063205417607228
1930,2024-06-18,265.8,265.8,0.0
1944,2024-06-18,282.6,282.6,0.0
1945,2024-06-18,270.7,270.7,0.0
1949,2024-06-18,266.7,266.7,0.0
1950,2024-06-18,279.8,275.7,1.4653323802716307
1951,2024-06-18,267.9,266.0,0.70921985815602
1955,2024-06-18,273.1,269.1,1.4646649578908824
1956,2024-06-18,268.9,266.0,1.078467831907764
1957,2024-06-18,272.3,269.2,1.1384502387073165
1959,2024-06-18,270.2,267.2,1.1102886750555145
1960,2024-06-18,277.3,274.2,1.1179228272629005
1961,2024-06-18,276.7,273.1,1.301048066498
1964,2024-06-18,284.5,280.0,1.5817223198594026
1965,2024-06-18,270.6,266.2,1.626016260162614
1966,2024-06-18,268.0,264.0,1.4925373134328357
1967,2024-06-18,271.3,267.3,1.474382602285293
1969,2024-06-18,278.8,276.1,0.9684361549497807
1970,2024-06-18,270.2,266.9,1.22131754256107
1974,2024-06-18,268.5,264.7,1.4152700186219782
1984,2024-06-18,280.8,275.9,1.7450142450142572
1985,2024-06-18,270.2,265.7,1.6654330125832717
1987,2024-06-18,273.6,268.1,2.010233918128655
1988,2024-06-18,268.6,264.4,1.5636634400595848
1992,2024-06-18,275.4,270.3,1.8518518518518396
1993,2024-06-18,268.8,265.3,1.3020833333333333
1994,2024-06-18,272.2,267.3,1.8001469507714831
1995,2024-06-18,271.0,265.8,1.9188191881918777
1997,2024-06-18,268.4,264.0,1.6393442622950738
1998,2024-06-18,269.8,265.6,1.5567086730911743
1999,2024-06-18,268.3,265.9,0.8945210585165986
2000,2024-06-18,266.8,267.0,-0.07496251874062543
2001,2024-06-18,266.5,261.5,1.876172607879925
2005,2024-06-18,269.6,267.7,0.7047477744807248
2007,2024-06-18,261.5,260.1,0.535372848948366
2011,2024-06-18,278.2,277.2,0.35945363048166784
2013,2024-06-18,273.1,272.4,0.2563163676309211
2014,2024-06-18,267.9,264.9,1.1198208286674134
2015,2024-06-18,33.9,35.3,-4.12979351032448
5318,2024-06-18,272.5,263.0,3.486238532110092
5319,2024-06-18,273.0,263.0,3.6630036630036633
5320,2024-06-18,265.5,254.0,4.3314500941619585
5328,2024-06-18,279.0,270.0,3.225806451612903
2017,2024-06-19,274.8,263.6,4.075691411935949
2019,2024-06-19,267.5,263.9,1.345794392523373
2020,2024-06-19,271.4,268.2,1.179071481208544
2022,2024-06-19,275.6,273.3,0.8345428156748953
2025,2024-06-19,271.4,269.7,0.6263817243920371
2027,2024-06-19,272.3,267.7,1.6893132574366592
2037,2024-06-19,271.2,268.9,0.8480825958702106
2039,2024-06-19,267.6,264.9,1.0089686098654878
2040,2024-06-19,267.6,266.0,0.5979073243647319
2044,2024-06-19,268.1,266.9,0.4475941812756603
2045,2024-06-19,271.4,269.6,0.6632277081797917
2049,2024-06-19,267.5,266.7,0.2990654205607519
2050,2024-06-19,270.4,268.8,0.5917159763313483
2052,2024-06-19,268.4,266.5,0.7078986587183225
2053,2024-06-19,270.9,269.2,0.6275378368401583
2057,2024-06-19,263.0,262.0,0.38022813688212925
2061,2024-06-19,267.9,266.5,0.5225830533781177
2063,2024-06-19,274.1,269.3,1.7511856986501317
2064,2024-06-19,277.1,273.7,1.226993865030687
2065,2024-06-19,281.5,277.3,1.492007104795733
2066,2024-06-19,276.6,272.5,1.4822848879248092
2072,2024-06-19,269.0,265.5,1.3011152416356877
2081,2024-06-19,277.8,273.3,1.6198704103671704
2083,2024-06-19,268.1,264.6,1.3054830287206265
2084,2024-06-19,279.5,276.5,1.073345259391771
2086,2024-06-19,270.5,265.0,2.033271719038817
2087,2024-06-19,269.5,269.5,0.0
2090,2024-06-19,277.7,259.0,6.733885487936618
2091,2024-06-19,275.3,275.3,0.0
2094,2024-06-19,271.8,264.0,2.86975717439294
2095,2024-06-19,271.6,271.6,0.0
2099,2024-06-19,270.2,270.2,0.0
2100,2024-06-19,270.1,263.0,2.6286560533135956
2117,2024-06-19,266.0,263.2,1.0526315789473728
2121,2024-06-19,282.4,279.6,0.9915014164305789
2126,2024-06-19,269.0,266.6,0.8921933085501774
2131,2024-06-19,269.8,267.5,0.8524833209785069
2133,2024-06-19,273.3,270.9,0.878155872667411
2136,2024-06-19,273.6,206.2,24.634502923976616
2137,2024-06-19,274.3,271.9,0.8749544294568115
2142,2024-06-19,276.4,276.4,0.0
2144,2024-06-19,282.6,279.5,1.0969568294409138
2146,2024-06-19,283.6,281.3,0.8110014104372395
2148,2024-06-19,286.8,286.8,0.0
2149,2024-06-19,286.8,278.0,3.0683403068340347
2152,2024-06-19,287.6,268.0,6.81502086230877
2153,2024-06-19,285.5,285.5,0.0
2160,2024-06-19,286.5,279.0,2.6178010471204187
2175,2024-06-19,276.8,271.0,2.095375722543357
2176,2024-06-19,276.6,272.0,1.6630513376717362
2181,2024-06-19,267.3,267.3,0.0
2182,2024-06-19,276.9,276.9,0.0
2196,2024-06-19,271.8,266.4,1.9867549668874298
2197,2024-06-19,286.9,284.7,0.7668177065179466
2198,2024-06-19,290.2,285.1,1.757408683666425
2202,2024-06-19,274.6,271.4,1.1653313911143648
2203,2024-06-19,275.3,275.3,0.0
2207,2024-06-19,280.3,280.3,0.0
2211,2024-06-19,288.0,286.7,0.45138888888889284
2214,2024-06-19,279.8,277.4,0.8577555396712058
2218,2024-06-19,283.0,283.0,0.0
2219,2024-06-19,289.6,290.0,-0.13812154696131812
2224,2024-06-19,288.5,283.2,1.8370883882149087
2225,2024-06-19,282.5,277.2,1.8761061946902695
2228,2024-06-19,280.6,277.2,1.2116892373485508
2229,2024-06-19,284.7,281.5,1.1239901650860515
2230,2024-06-19,288.2,283.1,1.7696044413601546
2231,2024-06-19,287.9,282.4,1.9103855505383813
2232,2024-06-19,166.5,164.6,1.1411411411411447
2361,2024-06-24,264.2,166.0,37.168811506434515
2362,2024-06-24,264.3,267.8,-1.3242527430949678
2366,2024-06-24,271.1,265.4,2.102545186278143
2367,2024-06-24,284.6,279.1,1.9325368938861558
2371,2024-06-24,276.5,270.5,2.1699819168173597
2378,2024-06-24,291.7,284.9,2.331162152896816
2379,2024-06-24,286.5,281.0,1.9197207678883073
2382,2024-06-24,286.5,281.1,1.8848167539266936
2386,2024-06-24,275.7,270.1,2.0311933260790593
2391,2024-06-24,271.9,266.3,2.0595807282088883
2392,2024-06-24,273.5,269.2,1.5722120658135326
2394,2024-06-24,280.2,274.2,2.1413276231263385
2399,2024-06-24,270.8,265.3,2.0310192023633675
2400,2024-06-24,273.8,268.3,2.008765522279036
2407,2024-06-24,266.6,261.1,2.0630157539384846
2412,2024-06-24,271.8,267.2,1.6924208977189195
2413,2024-06-24,266.5,271.1,-1.7260787992495394
2415,2024-06-24,266.6,263.9,1.0127531882970913
2416,2024-06-24,270.7,267.2,1.2929442186922793
2417,2024-06-24,270.6,263.3,2.697708795269775
2424,2024-06-24,265.6,259.9,2.1460843373494147
2430,2024-06-24,260.8,257.6,1.2269938650306704
2432,2024-06-24,268.2,262.5,2.1252796420581617
2442,2024-06-24,268.2,264.8,1.2677106636838096
2443,2024-06-24,283.0,279.5,1.2367491166077738
2444,2024-06-24,275.0,272.1,1.0545454545454462
2447,2024-06-24,270.2,266.5,1.3693560325684635
2448,2024-06-24,270.7,268.8,0.7018840044329433
2449,2024-06-24,270.8,266.3,1.6617429837518465
2450,2024-06-24,270.8,272.8,-0.7385524372230428
2455,2024-06-24,276.4,277.1,-0.2532561505065288
2461,2024-06-24,273.8,271.8,0.7304601899196493
2466,2024-06-24,288.5,281.5,2.4263431542461005
2518,2024-06-24,285.5,280.9,1.6112084063047365
2519,2024-06-24,276.5,271.2,1.9168173598553389
2520,2024-06-24,282.3,276.6,2.0191285866099853
2547,2024-06-24,266.5,270.3,-1.4258911819887472
2551,2024-06-24,267.4,284.2,-6.28272251308901
2552,2024-06-24,267.4,263.5,1.458489154824225
2554,2024-06-24,287.0,281.2,2.020905923344952
2559,2024-06-24,266.8,267.6,-0.29985007496252297
2572,2024-06-24,278.5,265.0,4.847396768402154
2573,2024-06-24,278.4,278.0,0.14367816091953206
2582,2024-06-24,280.1,261.0,6.818993216708326
2583,2024-06-24,280.0,270.0,3.571428571428571
2588,2024-06-24,281.5,274.0,2.664298401420959
2589,2024-06-24,281.5,270.0,4.085257548845471
2595,2024-06-24,277.8,264.0,4.9676025917926605
2596,2024-06-24,277.8,266.0,4.247660187185029
2605,2024-06-24,285.1,274.0,3.893370747106286
2610,2024-06-24,275.6,270.9,1.705370101596533
2613,2024-06-24,267.5,265.6,0.7102803738317672
2615,2024-06-24,68.6,66.7,2.769679300291533
5392,2024-06-24,286.0,286.0,0.0
5393,2024-06-24,284.0,277.9,2.14788732394367
5394,2024-06-24,263.0,270.5,-2.8517110266159698
5395,2024-06-24,271.5,267.6,1.4364640883977815
2618,2024-06-25,274.3,267.3,2.5519504192489975
2619,2024-06-25,282.5,270.4,4.283185840707972
2620,2024-06-25,276.7,265.6,4.011564871702192
2627,2024-06-25,268.0,261.4,2.4626865671641873
2633,2024-06-25,282.1,269.6,4.431052818149592
2634,2024-06-25,284.4,281.8,0.9142053445850794
2635,2024-06-25,266.6,263.2,1.2753188297074396
2640,2024-06-25,280.9,276.2,1.6731933072267673
2641,2024-06-25,276.1,273.7,0.8692502716407221
2644,2024-06-25,266.5,266.3,0.07504690431519273
2645,2024-06-25,264.9,266.8,-0.7172517931294957
2650,2024-06-25,276.1,271.9,1.5211879753712587
2670,2024-06-25,276.1,274.9,0.4346251358203714
2671,2024-06-25,266.7,264.3,0.899887514060734
2672,2024-06-25,273.9,271.4,0.9127418765972983
2673,2024-06-25,272.4,269.7,0.9911894273127713
2674,2024-06-25,282.6,283.6,-0.3538570417551309
2676,2024-06-25,268.0,268.2,-0.07462686567163755
2680,2024-06-25,267.7,265.8,0.7097497198356284
2682,2024-06-25,273.1,276.0,-1.0618820944708813
2685,2024-06-25,279.4,281.3,-0.6800286327845506
2686,2024-06-25,266.4,265.7,0.2627627627627585
2689,2024-06-25,269.1,271.2,-0.7803790412485937
2691,2024-06-25,267.7,270.4,-1.0085917071348482
2692,2024-06-25,266.7,267.8,-0.4124484439445155
2693,2024-06-25,268.4,265.0,1.2667660208643732
2700,2024-06-25,269.7,267.1,0.9640341119762573
2702,2024-06-25,270.9,270.2,0.2583979328165333
2703,2024-06-25,267.0,272.5,-2.0599250936329585
2707,2024-06-25,269.2,269.0,0.07429420505200172
2708,2024-06-25,276.4,271.9,1.6280752532561509
2714,2024-06-25,270.3,269.5,0.2959674435812103
2715,2024-06-25,266.5,266.8,-0.11257035647279977
2717,2024-06-25,262.6,263.8,-0.4569687738004526
2719,2024-06-25,267.3,268.9,-0.5985783763561413
2723,2024-06-25,269.2,268.8,0.14858841010400345
2725,2024-06-25,276.0,273.4,0.9420289855072546
2728,2024-06-25,274.5,261.2,4.845173041894357
2732,2024-06-25,272.5,269.8,0.9908256880733903
2733,2024-06-25,266.4,266.9,-0.1876876876876877
2753,2024-06-25,274.5,271.9,0.9471766848816112
2755,2024-06-25,269.7,268.4,0.48201705598813915
2756,2024-06-25,270.1,269.5,0.2221399481673538
2759,2024-06-25,267.7,266.2,0.5603287261860291
2762,2024-06-25,269.8,267.8,0.7412898443291327
2765,2024-06-25,252.1,251.5,0.23800079333597554
3103,2024-06-27,266.3,263.1,1.201652271873822
3104,2024-06-27,270.7,266.6,1.5145917990395146
3105,2024-06-27,273.4,272.5,0.3291880029261073
3117,2024-06-27,266.2,262.0,1.5777610818933092
3118,2024-06-27,266.1,262.0,1.5407741450582573
3119,2024-06-27,266.1,266.0,0.03757985719655119
3120,2024-06-27,266.1,262.0,1.5407741450582573
3121,2024-06-27,266.1,268.0,-0.7140172867343018
3122,2024-06-27,266.1,258.0,3.043968432919963
3123,2024-06-27,266.1,261.0,1.9165727170236835
3128,2024-06-27,272.6,269.0,1.3206162876008887
3133,2024-06-27,261.1,257.0,1.5702795863653858
3142,2024-06-27,269.5,267.8,0.6307977736549123
3143,2024-06-27,269.4,268.8,0.22271714922047736
3144,2024-06-27,269.4,266.8,0.9651076466221107
3145,2024-06-27,269.3,265.3,1.4853323431117713
3146,2024-06-27,269.5,275.0,-2.0408163265306123
3147,2024-06-27,278.2,266.2,4.313443565780014
3149,2024-06-27,267.0,264.7,0.8614232209737871
3150,2024-06-27,266.9,266.2,0.2622705133008575
3151,2024-06-27,266.9,263.4,1.3113525665043089
3157,2024-06-27,261.8,261.8,0.0
3158,2024-06-27,262.3,272.6,-3.9268013724742703
3170,2024-06-27,266.1,260.0,2.29237128898911
3171,2024-06-27,266.1,259.0,2.668169860954537
3172,2024-06-27,265.9,262.0,1.466716810831131
3173,2024-06-27,269.2,256.0,4.903417533432388
3174,2024-06-27,269.2,260.0,3.4175334323922697
3175,2024-06-27,269.3,262.0,2.7107315261789866
3182,2024-06-27,267.4,262.0,2.0194465220643147
3183,2024-06-27,267.4,258.0,3.5153328347045543
3187,2024-06-27,269.5,258.0,4.267161410018553
3188,2024-06-27,269.5,259.0,3.896103896103896
3199,2024-06-27,272.0,268.4,1.3235294117647143
3200,2024-06-27,263.3,261.1,0.8355488036460268
3201,2024-06-27,271.8,266.4,1.9867549668874298
3202,2024-06-27,270.5,265.5,1.8484288354898337
3203,2024-06-27,270.2,266.4,1.4063656550703225
3205,2024-06-27,267.8,264.3,1.3069454817027633
3206,2024-06-27,262.3,262.4,-0.03812428516964007
3207,2024-06-27,270.9,266.4,1.6611295681063125
3213,2024-06-27,276.1,271.4,1.7022817819630731
3214,2024-06-27,273.5,268.6,1.7915904936014544
3218,2024-06-27,268.4,265.3,1.1549925484351586
3221,2024-06-27,269.3,268.4,0.3341997772001612
3222,2024-06-27,265.9,264.0,0.714554343738239
3224,2024-06-27,270.5,265.2,1.959334565619228
3226,2024-06-27,269.5,264.6,1.8181818181818097
3233,2024-06-27,272.6,268.0,1.6874541452677998
3236,2024-06-27,270.9,271.9,-0.36913990402362495
3237,2024-06-27,275.5,273.5,0.7259528130671506
3238,2024-06-27,275.7,268.5,2.6115342763873737
3239,2024-06-27,265.6,265.2,0.15060240963856705
3240,2024-06-27,271.6,266.8,1.7673048600883694
3243,2024-06-27,269.3,266.4,1.0768659487560468
3246,2024-06-27,273.1,184.5,32.44232881728305
3252,2024-06-27,284.7,281.8,1.0186160871092298
3253,2024-06-27,271.4,266.5,1.8054532056005812
3257,2024-06-27,274.5,269.7,1.748633879781425
3259,2024-06-27,275.7,270.7,1.8135654697134567
3260,2024-06-27,272.8,1.3,99.52346041055719
3264,2024-06-27,271.1,266.0,1.8812246403541213
3265,2024-06-27,271.2,267.0,1.5486725663716772
3269,2024-06-27,265.1,261.1,1.5088645794039985
3272,2024-06-27,280.0,275.6,1.5714285714285632
3281,2024-06-27,270.4,264.6,2.1449704142011665
3282,2024-06-27,270.0,77.3,71.37037037037037
3287,2024-06-27,270.3,265.7,1.7018128005919433
3288,2024-06-27,266.5,261.5,1.876172607879925
3289,2024-06-27,113.0,111.2,1.5929203539822985
3330,2024-06-28,277.9,264.7,4.74991003958258
3332,2024-06-28,275.5,269.6,2.141560798548086
3333,2024-06-28,271.7,268.3,1.2513801987486115
3334,2024-06-28,273.0,269.9,1.1355311355311437
3335,2024-06-28,272.7,268.7,1.466813348001467
3338,2024-06-28,269.4,267.1,0.8537490720118615
3340,2024-06-28,272.9,268.6,1.575668743129335
3341,2024-06-28,266.7,266.2,0.18747656542932134
3344,2024-06-28,269.2,266.4,1.0401188707280875
3345,2024-06-28,268.8,266.8,0.744047619047619
3353,2024-06-28,273.3,270.8,0.9147457006952067
3354,2024-06-28,273.3,263.1,3.732162458836439
3355,2024-06-28,273.3,270.2,1.1342846688620647
3358,2024-06-28,271.8,269.6,0.809418690213388
3360,2024-06-28,270.0,267.1,1.0740740740740657
3364,2024-06-28,271.2,271.9,-0.25811209439527605
3365,2024-06-28,270.9,270.6,0.1107419712070707
3368,2024-06-28,270.0,268.5,0.5555555555555556
3369,2024-06-28,273.1,273.5,-0.14646649578907991
3372,2024-06-28,270.5,269.3,0.44362292051755586
3373,2024-06-28,267.7,268.5,-0.2988419872992198
3376,2024-06-28,269.2,267.7,0.5572065378900446
3380,2024-06-28,265.7,268.7,-1.1290929619872037
3381,2024-06-28,263.9,278.0,-5.342932929139835
3382,2024-06-28,273.8,272.9,0.32870708546385463
3390,2024-06-28,271.9,271.3,0.22066936373665536
3391,2024-06-28,271.1,272.3,-0.4426410918480223
3392,2024-06-28,265.7,270.9,-1.957094467444482
3403,2024-06-28,271.2,267.7,1.2905604719764012
3404,2024-06-28,271.6,269.4,0.8100147275405175
3405,2024-06-28,273.0,269.5,1.282051282051282
3406,2024-06-28,273.2,270.7,0.9150805270863837
3407,2024-06-28,274.0,271.3,0.9854014598540104
3408,2024-06-28,270.8,269.6,0.4431314623338215
3418,2024-06-28,267.9,265.2,1.0078387458006677
3419,2024-06-28,272.0,268.8,1.17647058823529
3420,2024-06-28,272.7,270.5,0.8067473414008026
3424,2024-06-28,272.0,274.8,-1.0294117647058865
3426,2024-06-28,271.7,269.5,0.8097165991902793
3427,2024-06-28,273.2,271.2,0.7320644216691069
3428,2024-06-28,272.8,271.5,0.47653958944281943
3429,2024-06-28,270.9,268.0,1.070505721668504
3434,2024-06-28,269.3,268.7,0.22279985146677414
3435,2024-06-28,270.3,268.7,0.5919348871624206
3436,2024-06-28,270.1,278.2,-2.99888930025915
3437,2024-06-28,280.2,275.2,1.7844396859386153
3440,2024-06-28,266.9,268.7,-0.6744098913450773
3446,2024-06-28,284.0,283.3,0.2464788732394326
3447,2024-06-28,268.6,269.6,-0.3723008190618019
3460,2024-06-28,98.8,99.2,-0.4048582995951474
3857,2024-07-02,270.1,266.5,1.332839689004081
3858,2024-07-02,268.4,265.5,1.0804769001490229
3859,2024-07-02,270.5,265.8,1.7375231053604394
3860,2024-07-02,272.7,268.9,1.3934726806013977
3861,2024-07-02,270.5,266.7,1.4048059149722778
3862,2024-07-02,268.7,264.8,1.4514328247115658
3863,2024-07-02,269.1,265.3,1.4121144555927205
3864,2024-07-02,268.7,276.8,-3.0145143282471243
3869,2024-07-02,274.2,270.4,1.3858497447118934
3870,2024-07-02,268.5,265.0,1.303538175046555
3871,2024-07-02,264.5,265.7,-0.45368620037806756
3876,2024-07-02,278.4,274.0,1.5804597701149343
3879,2024-07-02,262.9,257.8,1.9399011030810067
3880,2024-07-02,275.7,272.5,1.1606819006166083
3881,2024-07-02,279.7,277.8,0.6792992491955586
3882,2024-07-02,273.3,271.8,0.548847420417124
3883,2024-07-02,113.6,111.2,2.112676056338021
3885,2024-07-03,278.4,263.5,5.352011494252866
3886,2024-07-03,269.2,263.9,1.968796433878162
3887,2024-07-03,264.3,260.7,1.3620885357548325
3889,2024-07-03,275.8,273.1,0.9789702683103656
3890,2024-07-03,271.5,268.7,1.0313075506445715
3891,2024-07-03,269.9,268.3,0.5928121526491167
3895,2024-07-03,251.6,248.2,1.3513513513513538
3896,2024-07-03,274.0,269.4,1.6788321167883296
3898,2024-07-03,269.2,265.5,1.3744427934621057
3900,2024-07-03,264.9,260.3,1.7365043412608405
3901,2024-07-03,263.6,262.4,0.4552352048558594
3906,2024-07-03,268.7,265.5,1.1909192407889797
3907,2024-07-03,266.6,270.6,-1.5003750937734432
3909,2024-07-03,272.5,267.0,2.0183486238532113
3910,2024-07-03,271.4,269.0,0.8843036109064029
3911,2024-07-03,273.6,269.0,1.6812865497076106
3912,2024-07-03,279.5,277.5,0.7155635062611807
3917,2024-07-03,277.6,272.3,1.9092219020172951
3918,2024-07-03,269.3,264.6,1.7452655031563271
3919,2024-07-03,273.9,270.0,1.423877327491777
3920,2024-07-03,270.2,266.7,1.295336787564767
3925,2024-07-03,268.4,264.8,1.341281669150509
3926,2024-07-03,274.1,272.1,0.7296607077708864
3928,2024-07-03,268.2,264.9,1.230425055928416
3929,2024-07-03,270.2,267.7,0.9252405625462621
3930,2024-07-03,276.5,272.3,1.5189873417721478
3932,2024-07-03,270.0,266.6,1.2592592592592509
3935,2024-07-03,276.1,271.1,1.8109380659181453
3936,2024-07-03,273.6,272.4,0.4385964912280867
3940,2024-07-03,277.5,273.7,1.3693693693693734
3941,2024-07-03,277.8,273.7,1.4758819294456524
3944,2024-07-03,263.4,260.7,1.0250569476081963
3947,2024-07-03,271.5,267.4,1.510128913443839
3950,2024-07-03,272.6,267.9,1.7241379310344993
3953,2024-07-03,272.8,269.9,1.0630498533724464
3954,2024-07-03,271.8,270.3,0.5518763796909492
3956,2024-07-03,271.4,268.0,1.2527634487840742
3958,2024-07-03,266.4,266.4,0.0
3969,2024-07-03,270.9,266.2,1.7349575489110332
3970,2024-07-03,270.5,265.4,1.8853974121996389
3972,2024-07-03,273.8,268.6,1.8991964937910844
3973,2024-07-03,275.0,270.4,1.6727272727272808
3975,2024-07-03,269.9,264.6,1.963690255650224
3976,2024-07-03,277.2,272.6,1.659451659451647
3979,2024-07-03,273.0,267.9,1.8681318681318764
3984,2024-07-03,273.3,268.8,1.646542261251372
3985,2024-07-03,271.9,268.9,1.1033468186833395
3986,2024-07-03,276.6,272.8,1.373825018076649
3990,2024-07-03,272.9,269.2,1.355807988274089
3991,2024-07-03,269.6,264.6,1.8545994065281897
3995,2024-07-03,271.1,266.5,1.69679085208411
3996,2024-07-03,275.8,271.4,1.5953589557650594
3997,2024-07-03,273.9,270.2,1.3508579773639975
3999,2024-07-03,275.3,275.3,0.0
4003,2024-07-03,276.7,270.6,2.2045536682327307
